FID,lon,lat
2026344,-118.208128194041137,34.042221947308946
2030839,-118.201938491551914,34.046697888157503
2037826,-118.202859765669487,34.041970602713810
2038157,-118.201200956511315,34.046023328704955
2046875,-118.202708450364455,34.042302146067627
2047285,-118.201357041532717,34.045107367257550
2048097,-118.201668315214320,34.045055626987825
2071548,-118.202570700484301,34.045436384537112
2073175,-118.205886329999274,34.044099885410866
2085710,-118.205162467711517,34.043013989805480
2090636,-118.207703983286294,34.043476024748799
2090881,-118.209707789583433,34.041773544378721
2093043,-118.202189717907444,34.044233488306830
2103764,-118.207477130322403,34.041687257783011
2108492,-118.207400062037394,34.043587227473822
2113850,-118.205758711981886,34.043808950669217
2124393,-118.200778641411219,34.046498200000251
2128782,-118.209483630702636,34.042008417065738
2135214,-118.201128881743344,34.042755870133902
2135428,-118.202896527239801,34.043193098687311
2148789,-118.202394611079086,34.045394820177826
2160432,-118.207102996280838,34.040971287219953
2168042,-118.208142764341076,34.044624226502606
2186614,-118.201527967203191,34.046626149490329
2187627,-118.202425663696516,34.044831786567123
2187993,-118.209735696085545,34.045111770394684
2188359,-118.208405015288093,34.041575333849238
2198533,-118.208414507079567,34.041786264182761
2198688,-118.204463248778595,34.042750299549212
2204511,-118.206431635956960,34.041297118638155
2206517,-118.205945335773322,34.043217335946707
2216340,-118.209190544769243,34.046545600769228
2223566,-118.203549859847797,34.046189733183283
2228614,-118.204900998760650,34.044748029145893
2229571,-118.207349582934754,34.045070299201811
2235494,-118.205771786700737,34.043814233285310
2235836,-118.208359028939057,34.043832115202363
2238538,-118.203648199160256,34.042568902424357
2245110,-118.209719051608459,34.042108906954347
2247271,-118.207005136378058,34.043239399770094
2252710,-118.209687652876113,34.045848119924301
2262670,-118.209480805972362,34.040893807307761
2263394,-118.209385893628863,34.045196375266769
2295393,-118.201072175700034,34.044266055925597
2296556,-118.200873106267878,34.041210860805023
2301588,-118.201026957164089,34.042902959394198
2318845,-118.203164427654656,34.044673053785267
2325084,-118.207009729284962,34.041269800517014
2328443,-118.207409839198405,34.045194157149375
2332851,-118.206634768648399,34.043248446625071
2335544,-118.202163406271225,34.040987225791604
2336273,-118.202520072240105,34.041389552468480
2356189,-118.205304159798118,34.043840462706015
2357323,-118.203938821103677,34.046115583024637
2361308,-118.206973909090905,34.046540331511885
2362656,-118.207086107270825,34.045283910288539
2369383,-118.205152128672381,34.041823701016256
2382724,-118.202746833073135,34.042258483608215
2388670,-118.208549752450622,34.045821436656979
2398483,-118.204870591818562,34.046734113440529
2399198,-118.202188790973622,34.040943690608621
2405706,-118.205924427708354,34.044954427865534
2408653,-118.206748533227994,34.040725867502950
2422108,-118.203318901002007,34.041343859657182
2434017,-118.201979476830076,34.043153371101077
2438757,-118.201321210638881,34.046714744106652
2443487,-118.206703960959445,34.040791235405386
2450095,-118.208614642018802,34.045355464787612
2456826,-118.206615530910554,34.044184714604761
2457804,-118.205114659518117,34.041472362114106
2460667,-118.207180374694303,34.045055728434747
2461102,-118.203414904187113,34.046299271713572
2469944,-118.201453893048637,34.045982980724382
2477266,-118.208310000572482,34.044958056074506
2483523,-118.207028364109206,34.044878662744878
2493372,-118.205003996338405,34.045136601622694
2495595,-118.203014660646630,34.042813182078120
2499805,-118.204768710707796,34.043667153121767
2504694,-118.203556969334315,34.046692873750885
2506119,-118.209165843530798,34.045263470317416
2507481,-118.207742204791046,34.041587258299089
2511391,-118.206963256965565,34.041659838989034
2513678,-118.201093825978475,34.046262453552792
2522578,-118.202350710575061,34.041824078416461
2528284,-118.204169342468234,34.043110295958414
2529053,-118.201703711431506,34.045260893818416
2538023,-118.209033640743925,34.046482213837265
2539389,-118.202476482133719,34.046589820116303
2543266,-118.206213761468575,34.045189667000628
2548379,-118.208360621194160,34.042111445609329
2553530,-118.202573859849039,34.043818505179026
2554888,-118.207752398655444,34.045515443538456
2563520,-118.202454638823440,34.045042526841598
2568273,-118.208196874389103,34.041106634604951
2569522,-118.200724113705306,34.046780097575180
2573411,-118.205138663167276,34.046385190455467
2574770,-118.209635810056881,34.041281864259908
2577753,-118.201104152283278,34.043767943819240
2579301,-118.203614412193517,34.040637554022773
2581384,-118.202326548255357,34.046098898188625
2584992,-118.205352272168398,34.044943806906112
2592133,-118.201907137088838,34.043554482487338
2594268,-118.201795201622275,34.046677645709863
2600067,-118.208641354839344,34.041740747156048
2610464,-118.205725124888914,34.042813681292778
2623309,-118.204128202264556,34.040659576860754
2624118,-118.203768313118758,34.044169342195218
2627768,-118.209632169141486,34.040567666272786
2633648,-118.202347494977602,34.042056777140225
2648693,-118.200570577595585,34.042804610924890
2657287,-118.209386903818498,34.040689118360056
2666004,-118.206088003399515,34.045948421482684
2669897,-118.207304528570106,34.046477565277961
2670920,-118.203411945921843,34.041948965873715
2676095,-118.206724069316522,34.045422736374277
2677057,-118.207991302655486,34.046319314066771
2680242,-118.204813419688918,34.041772912426929
2681257,-118.204250840350923,34.041058779666940
2690318,-118.207983201629759,34.044831407303398
2694306,-118.206954600597399,34.043342702340674
2694672,-118.203458876331979,34.044810853911812
2696041,-118.202501744200319,34.044695770738201
2697931,-118.207157757214361,34.043459746471925
2701890,-118.207582147351445,34.040842131518744
2725043,-118.202448201057166,34.045967847514241
2730197,-118.201868154798078,34.046319815457586
2738193,-118.205599527685763,34.044043179052466
2741637,-118.204209257753178,34.044094682207806
2744324,-118.201881555997105,34.045426891893484
2744483,-118.208965772890778,34.044448398401826
2766981,-118.205190850533839,34.044101295073872
2770880,-118.200933008832635,34.044537958882827
2778904,-118.209327643945983,34.046587538910764
2780728,-118.207856695855881,34.042327421612761
2785101,-118.204769811860643,34.046502434204911
2791422,-118.202991741125217,34.041190146486777
2794871,-118.206108536830087,34.044644202469868
2800730,-118.201373334319754,34.044879951697609
2804282,-118.205741262444278,34.043035368411523
2805646,-118.202458511575003,34.042093567336963
2812202,-118.202049088135084,34.041637647769292
2824503,-118.209218144120314,34.045284599280947
2836005,-118.203436345354078,34.040455327828418
2840170,-118.204338553769887,34.044504641154170
2842482,-118.205834867803802,34.040464289676407
2845168,-118.204303300059024,34.043390348623078
2847722,-118.201461030771739,34.042341398409484
2849721,-118.201449072650277,34.046102066847254
2849823,-118.205300791626826,34.043602417754073
2864345,-118.201721224520583,34.045120040132993
2868721,-118.209469681354037,34.041483700728932
2881980,-118.209472570287673,34.041229361792972
2905603,-118.203975367987354,34.045022230838228
2907328,-118.209160928428759,34.044917223685047
2907765,-118.202152879756554,34.043465505687827
2916578,-118.207369927527964,34.041461054461777
2933780,-118.203228345803794,34.045056599479288
2941322,-118.202248483800801,34.041949528161744
2942323,-118.201946756793831,34.046362333818500
2945483,-118.205951801989798,34.041837502286803
2946736,-118.205305147309161,34.043450870875233
2952430,-118.202816958908045,34.041240554553319
2971379,-118.208986100525863,34.046796511177483
2981470,-118.207001713823843,34.041621585360780
3005713,-118.201306089035597,34.046103464276662
3013793,-118.202568390151967,34.041589281892925
3016776,-118.204932680147564,34.040554298783981
3026853,-118.204455973928745,34.040856567953128
3028958,-118.205674147500204,34.043804369244285
3029079,-118.201541512342956,34.040674064518321
3029920,-118.208556356719498,34.042163630065431
3032142,-118.203548795987075,34.044274298046375
3033955,-118.202235296921941,34.043778529875681
3034201,-118.203989359042353,34.044172588258135
3046739,-118.205906976107642,34.044180845810097
3051050,-118.205039375294959,34.043502174241318
3052001,-118.208023914933719,34.040826969460383
3057343,-118.204899216849967,34.042783903207919
3058768,-118.200864187776958,34.044728011510202
3061998,-118.203640696537221,34.046178022039278
3062696,-118.207622103436833,34.043660798439120
3064966,-118.206988606766913,34.040696456306840
3085237,-118.207503264817404,34.046740745294713
3093401,-118.203408113586704,34.043518154342728
3099733,-118.200982255219600,34.046647715013286
3100030,-118.203355748143665,34.042111841979718
3105643,-118.207061796922886,34.041274700142466
3113269,-118.204868874889485,34.043855551629193
3118930,-118.207167570682003,34.044152240393139
3125517,-118.204524111122737,34.042917440002114
3130462,-118.207118585504034,34.044823668204600
3144351,-118.207847980774162,34.044004874361086
3145289,-118.200444814048439,34.046333723752419
3152055,-118.204838767525359,34.045403353450638
3157545,-118.203341444774821,34.042939844426982
3158239,-118.201773927436406,34.044248375643392
3159578,-118.200434689613203,34.043309148636460
3183404,-118.202189869455722,34.040559508438520
3187478,-118.206994931531199,34.044354137494963
3192487,-118.204612584152855,34.044117784827819
3197980,-118.208914224397716,34.046770163795173
3205954,-118.201006711429841,34.044694153922734
3228794,-118.206978554271515,34.041822014701772
3229656,-118.202257578674207,34.042133408685771
3234893,-118.209693086991919,34.042569085644928
3239554,-118.207480581308545,34.043764995015813
3245420,-118.202853654598087,34.041537793182023
3245629,-118.207454412469360,34.043294507097229
3257288,-118.203259410176798,34.042193947974660
3275939,-118.201703107289418,34.041992736736567
3277916,-118.208336078350257,34.043588852063053
3288102,-118.207503394473434,34.040788796453668
3296987,-118.206470746775494,34.042681915910869
3306148,-118.200572986925025,34.045742687725117
3308276,-118.202605987339567,34.042871289426984
3308816,-118.205546662120597,34.046278383403532
3309347,-118.201070056070336,34.045959677409769
3309524,-118.209661313901677,34.040789224850400
3312289,-118.203938512824905,34.040574860853411
3319212,-118.203183015557315,34.043688094547768
3329554,-118.201995570164982,34.041529953720023
3341752,-118.201957634617997,34.042066000494160
3354719,-118.202823099773894,34.045358162973166
3360034,-118.203161669229047,34.045398136506151
3362385,-118.209092690792517,34.040567562567112
3368070,-118.200552685982643,34.044763519367677
3372934,-118.205814533658327,34.044078946245818
3378465,-118.205784687917316,34.042888849156071
3381369,-118.206871384250363,34.042515657382410
3381657,-118.200783097776082,34.045892139655862
3387816,-118.201333707719286,34.042991946772943
3400375,-118.203287233179196,34.043243383535128
3403913,-118.201828243140724,34.046255275319901
3408582,-118.208561679466314,34.041622491515255
3416239,-118.202748596307899,34.041922992640643
3416938,-118.207294773770798,34.043496276921850
3420304,-118.206967062082541,34.043304703953325
3426899,-118.209360813146915,34.041598399888244
3435372,-118.204914975089380,34.043438463284957
3441297,-118.209080913892564,34.044317405317059
3445019,-118.202038273450086,34.043174439646563
3448299,-118.205515004829323,34.042204314401452
3458975,-118.201753384614477,34.043252977180295
3461666,-118.207948952149465,34.043332935417823
3468638,-118.201282103308884,34.045324534203694
3476493,-118.203924980902499,34.045596275793073
3478421,-118.208145014468883,34.040658042621764
3479732,-118.201961527586647,34.042341916641412
3487545,-118.208240578648017,34.040521831821913
3488325,-118.206773932585264,34.045730665913368
3495944,-118.202504920607154,34.042158043771963
3502067,-118.207185128424925,34.045391155097910
3513844,-118.203492675573045,34.043982660833464
3517171,-118.207860365233060,34.043961465786452
3528529,-118.200921383483234,34.044635468038045
3530708,-118.205563001696802,34.045136531433684
3533942,-118.207946815276955,34.045015734108226
3535697,-118.202862493085718,34.044005061472525
3539582,-118.209445777243957,34.040715593474452
3541862,-118.206541490020541,34.040792830107989
3544744,-118.206863202588877,34.044690904246337
3550705,-118.203362785187039,34.041689725539456
3554245,-118.203881015720142,34.045704923631689
3558464,-118.208457795003682,34.043463205771623
3562159,-118.203214914796064,34.041804801132848
3564841,-118.204525203346577,34.045752721601843
3566353,-118.208657576439819,34.041967843877529
3571787,-118.202247556073758,34.046489252943523
3576959,-118.209070296196714,34.044485246401244
3582859,-118.205360278307495,34.043672175697282
3595307,-118.204011383493594,34.046190624381175
3608050,-118.200428613119598,34.046106625651547
3616699,-118.208775763229838,34.044342049777640
3618040,-118.202099522889398,34.042908708276471
3619815,-118.205976758624999,34.043141275597598
3621761,-118.202710296824847,34.041512141482883
3628971,-118.207395886122526,34.040540952655405
3630999,-118.206508821192799,34.042616611872695
3636445,-118.209616298475325,34.044485285715773
3637870,-118.208878701056634,34.044725208556478
3643017,-118.208827088488917,34.043378411926632
3663263,-118.204190595567923,34.042314690644389
3665796,-118.207666236635760,34.044022892576926
3666786,-118.202449132487899,34.045112921937545
3680843,-118.204519680881219,34.043523500192734
3693262,-118.205731194149081,34.044160926646825
3697626,-118.209344378216855,34.040440637024481
3702555,-118.200406504611522,34.046382795649365
3704969,-118.201471308636116,34.041226659232514
3711289,-118.209344494448871,34.042280328985072
3717404,-118.205096941865591,34.042976756138692
3728020,-118.204577323621521,34.042543568937198
3728158,-118.203849437285484,34.043930469744097
3732527,-118.204796304153760,34.042860663968973
3737867,-118.200630494699780,34.041521650045631
3745816,-118.203975827529618,34.045514614851683
3745843,-118.206872333243041,34.041206219098278
3749129,-118.202855470469643,34.043047407067050
3749697,-118.209714888680281,34.042731196923874
3750286,-118.207369602462222,34.040979490787883
3766721,-118.208879627359323,34.046164487935286
3778196,-118.202338875567847,34.040985509743123
3789407,-118.207532955821634,34.041957252582797
3795638,-118.203368647417619,34.045785692610167
3797540,-118.207526783026054,34.042438879999985
3800817,-118.204691482782636,34.043262095195232
3807712,-118.203853492928900,34.040537817393172
3864982,-118.200952553757645,34.043157997043757
3873057,-118.209072355675033,34.041882602129441
3877917,-118.203173150408446,34.043910036554593
3885487,-118.207295059210367,34.044892276313021
3887847,-118.201870869766921,34.041444599066430
3890826,-118.202380235781874,34.041152842106747
3909729,-118.203836744580400,34.045791931000601
3921536,-118.203241296408223,34.041371673598597
3924371,-118.202286042159031,34.045071230255267
3926443,-118.201560525017882,34.041561261055570
3938824,-118.200953527334320,34.045993281123877
3944742,-118.201463297362565,34.040658596356955
3949790,-118.205044962186150,34.043897112496317
3950006,-118.202062894461235,34.046761602038913
3951086,-118.205505205511201,34.041511819838547
3954518,-118.204983939138501,34.043259228794696
3957028,-118.204432584183678,34.041960613720541
3958055,-118.208957168172958,34.042468108050500
3968869,-118.206979994283557,34.041464883565347
3972720,-118.209632034107415,34.046508791903925
3972773,-118.206932350034563,34.045442334996160
3973872,-118.208987124515815,34.040914896028944
3975830,-118.202595662460340,34.043060770735707
3977072,-118.202095486615917,34.042162048169097
3993334,-118.202249305522685,34.042928886956084
3995869,-118.206866708912713,34.042185640634123
4007236,-118.201958659360315,34.040756560527377
4007914,-118.204732767860762,34.042964093074744
4016011,-118.206829063699516,34.041363558941512
4018747,-118.200910031526206,34.045674465053700
4027887,-118.207944634327077,34.042570046335683
4039355,-118.202164484862323,34.040603043621900
4041104,-118.207532476375860,34.041464868747184
4043768,-118.203799129745036,34.041750383820002
4055965,-118.206410345783695,34.045301365924367
4077129,-118.201812345232284,34.042824942328998
4084449,-118.203230503121887,34.042908465182052
4091125,-118.202048340697885,34.044348499019463
4092741,-118.206699651251839,34.044616757793939
4097007,-118.203249178544525,34.040549144669782
4108603,-118.206567183897945,34.045819269202838
4111181,-118.201966663220063,34.041784547126639
4115158,-118.209627790050902,34.042548084741163
4119673,-118.202492397339796,34.045875430499194
4120755,-118.208257009735476,34.044888235763828
4123017,-118.208652333589484,34.046637467701082
4139300,-118.203427599070693,34.045817580664590
4148656,-118.206208207342115,34.046174498162536
4164637,-118.205666595764157,34.044648537847500
4173624,-118.209757168724678,34.041589089160333
4183920,-118.206539122312194,34.043379246128403
4187861,-118.205584422949954,34.045731516107530
4190770,-118.208933828665195,34.040823435491468
4192464,-118.204983599455844,34.040478047561862
4199599,-118.200520248476096,34.045229170604593
4199795,-118.209245560702243,34.043552854517785
4200013,-118.204213615376887,34.043943135337138
4200638,-118.207801155061318,34.041619144304526
4204976,-118.200700641342493,34.044653856964537
4225508,-118.205187162575243,34.042921763016089
4228500,-118.207225342052084,34.041348846284265
4232497,-118.203969860871396,34.043252932329565
4253137,-118.203277352541264,34.045764942857033
4260047,-118.203900818527273,34.042046985607115
4261375,-118.201750851520885,34.046759242253742
4267567,-118.208267404506074,34.043329805749380
4271394,-118.209473286113365,34.046315563095938
4273806,-118.207716465109257,34.043897949304615
4274450,-118.203987216579606,34.042641334629536
4291649,-118.202114545276501,34.041209549171683
4292223,-118.200832362141597,34.045236943756038
4292636,-118.206618522999065,34.042101503129970
